type,delimiter,extension,format,nrows,ncols,file_size,nnum_vars,nchar_vars,num_vars,char_vars,tasks,num_files,title,link,author,publisher,citation_request,description,date_submitted,date_created,tags
,",",csv,,NA,52,NA,50,2,"Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Employment.Nonemployer Establishments,Employment.Private Non-farm Employment,Employment.Private Non-farm Employment Percent Change,Employment.Private Non-farm Establishments,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone, not Hispanic or Latino,Housing.Homeownership Rate,Housing.Households,Housing.Housing Units,Housing.Median Value of Owner-Occupied Units,Housing.Persons per Household,Housing.Units in Multi-Unit Structures,Income.Median Houseold Income,Income.Per Capita Income,Income.Persons Below Poverty Level,Miscellaneous.Building Permits,Miscellaneous.Foreign Born,Miscellaneous.Land Area,Miscellaneous.Language Other than English at Home,Miscellaneous.Living in Same House +1 Years,Miscellaneous.Manufacturers Shipments,Miscellaneous.Mean Travel Time to Work,Miscellaneous.Percent Female,Miscellaneous.Veterans,Population.2010 Population,Population.2014 Population,Population.Population Percent Change,Population.Population per Square Mile,Sales.Accommodation and Food Services Sales,Sales.Merchant Wholesaler Sales,Sales.Retail Sales,Sales.Retail Sales per Capita,Employment.Firms.American Indian-Owned,Employment.Firms.Asian-Owned,Employment.Firms.Black-Owned,Employment.Firms.Hispanic-Owned,Employment.Firms.Native Hawaiian and Other Pacific Islander-Owned,Employment.Firms.Total,Employment.Firms.Women-Owned","County,State",,NA,County Demographics CSV File,,Ryan Whitcomb,From the CORGIS Dataset Project,,"The following data set is information obtained about counties in the United States from 2007 through 2014 through the United States Census Bureau.  Information described in the data includes the age distributions, the education levels, employment statistics, ethnicity percents, houseold information, income, and other miscellneous statistics.",6/1/2016,,"demographics, population, age, ethnicity, race, language, education, foreign, households, income, employment, unemployment, sales, land area, counties"
,",",csv,,NA,10,NA,7,3,"Date.Day,Date.Month,Date.Year,Data.Cases,Data.Deaths,Data.Population,Data.Rate","Location.Country,Location.Code,Location.Continent",,NA,Covid CSV File,,Dennis Kafura and Melanie Sutphin,From the CORGIS Dataset Project,,"The data set contains daily reports of Covid-19 cases and deaths in countries worldwide. The data also shows the country’s population and the number of cases per 100,000 people on a rolling 14 day average.",11/14/2020,,"Covid, Covid-19, pandemic, infection, world health"
,",",csv,,NA,130,NA,129,1,"Year,Population.12-17,Population.12-20,Population.18-25,Population.26+,Rates.Pain Relievers Abuse Past Year.12-17,Rates.Pain Relievers Abuse Past Year.18-25,Rates.Pain Relievers Abuse Past Year.26+,Totals.Pain Relievers Abuse Past Year.12-17,Totals.Pain Relievers Abuse Past Year.18-25,Totals.Pain Relievers Abuse Past Year.26+,Rates.Alcohol.Abuse Past Year.12-17,Rates.Alcohol.Abuse Past Year.18-25,Rates.Alcohol.Abuse Past Year.26+,Rates.Alcohol.Binge Past Month.12-17,Rates.Alcohol.Binge Past Month.18-25,Rates.Alcohol.Binge Past Month.26+,Rates.Alcohol.Dependence Past Year.12-17,Rates.Alcohol.Dependence Past Year.18-25,Rates.Alcohol.Dependence Past Year.26+,Rates.Alcohol.In Minors.Abuse,Rates.Alcohol.In Minors.Use,Rates.Alcohol.Need Treatment Past Year.12-17,Rates.Alcohol.Need Treatment Past Year.18-25,Rates.Alcohol.Need Treatment Past Year.26+,Rates.Alcohol.Perceptions of Risk.12-17,Rates.Alcohol.Perceptions of Risk.18-25,Rates.Alcohol.Perceptions of Risk.26+,Rates.Alcohol.Use Past Month.12-17,Rates.Alcohol.Use Past Month.18-25,Rates.Alcohol.Use Past Month.26+,Rates.Illicit Drugs.Abuse Past Year.12-17,Rates.Illicit Drugs.Abuse Past Year.18-25,Rates.Illicit Drugs.Abuse Past Year.26+,Rates.Illicit Drugs.All Except Marijuana Used Past Month.12-17,Rates.Illicit Drugs.All Except Marijuana Used Past Month.18-25,Rates.Illicit Drugs.All Except Marijuana Used Past Month.26+,Rates.Illicit Drugs.Cocaine Used Past Year.12-17,Rates.Illicit Drugs.Cocaine Used Past Year.18-25,Rates.Illicit Drugs.Cocaine Used Past Year.26+,Rates.Illicit Drugs.Dependence Past Year.12-17,Rates.Illicit Drugs.Dependence Past Year.18-25,Rates.Illicit Drugs.Dependence Past Year.26+,Rates.Illicit Drugs.Need Treatment Past Year.12-17,Rates.Illicit Drugs.Need Treatment Past Year.18-25,Rates.Illicit Drugs.Need Treatment Past Year.26+,Rates.Illicit Drugs.Used Past Month.12-17,Rates.Illicit Drugs.Used Past Month.18-25,Rates.Illicit Drugs.Used Past Month.26+,Rates.Marijuana.New Users.12-17,Rates.Marijuana.New Users.18-25,Rates.Marijuana.New Users.26+,Rates.Marijuana.Perceptions of Risk.12-17,Rates.Marijuana.Perceptions of Risk.18-25,Rates.Marijuana.Perceptions of Risk.26+,Rates.Marijuana.Used Past Month.12-17,Rates.Marijuana.Used Past Month.18-25,Rates.Marijuana.Used Past Month.26+,Rates.Marijuana.Used Past Year.12-17,Rates.Marijuana.Used Past Year.18-25,Rates.Marijuana.Used Past Year.26+,Rates.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.18-25,Rates.Tobacco.Cigarette Past Month.26+,Rates.Tobacco.Perceptions of Risk.12-17,Rates.Tobacco.Perceptions of Risk.18-25,Rates.Tobacco.Perceptions of Risk.26+,Rates.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.18-25,Rates.Tobacco.Use Past Month.26+,Totals.Alcohol.Abuse Past Year.12-17,Totals.Alcohol.Abuse Past Year.18-25,Totals.Alcohol.Abuse Past Year.26+,Totals.Alcohol.Binge Past Month.12-17,Totals.Alcohol.Binge Past Month.18-25,Totals.Alcohol.Binge Past Month.26+,Totals.Alcohol.Dependence Past Year.12-17,Totals.Alcohol.Dependence Past Year.18-25,Totals.Alcohol.Dependence Past Year.26+,Totals.Alcohol.In Minors.Abuse,Totals.Alcohol.In Minors.Use,Totals.Alcohol.Need Treatment Past Year.12-17,Totals.Alcohol.Need Treatment Past Year.18-25,Totals.Alcohol.Need Treatment Past Year.26+,Totals.Alcohol.Perceptions of Risk.12-17,Totals.Alcohol.Perceptions of Risk.18-25,Totals.Alcohol.Perceptions of Risk.26+,Totals.Alcohol.Use Past Month.12-17,Totals.Alcohol.Use Past Month.18-25,Totals.Alcohol.Use Past Month.26+,Totals.Illicit Drugs.Abuse Past Year.12-17,Totals.Illicit Drugs.Abuse Past Year.18-25,Totals.Illicit Drugs.Abuse Past Year.26+,Totals.Illicit Drugs.All Except Marijuana Used Past Month.12-17,Totals.Illicit Drugs.All Except Marijuana Used Past Month.18-25,Totals.Illicit Drugs.All Except Marijuana Used Past Month.26+,Totals.Illicit Drugs.Cocaine Used Past Year.12-17,Totals.Illicit Drugs.Cocaine Used Past Year.18-25,Totals.Illicit Drugs.Cocaine Used Past Year.26+,Totals.Illicit Drugs.Dependence Past Year.12-17,Totals.Illicit Drugs.Dependence Past Year.18-25,Totals.Illicit Drugs.Dependence Past Year.26+,Totals.Illicit Drugs.Need Treatment Past Year.12-17,Totals.Illicit Drugs.Need Treatment Past Year.18-25,Totals.Illicit Drugs.Need Treatment Past Year.26+,Totals.Illicit Drugs.Used Past Month.12-17,Totals.Illicit Drugs.Used Past Month.18-25,Totals.Illicit Drugs.Used Past Month.26+,Totals.Marijuana.New Users.12-17,Totals.Marijuana.New Users.18-25,Totals.Marijuana.New Users.26+,Totals.Marijuana.Perceptions of Risk.12-17,Totals.Marijuana.Perceptions of Risk.18-25,Totals.Marijuana.Perceptions of Risk.26+,Totals.Marijuana.Used Past Month.12-17,Totals.Marijuana.Used Past Month.18-25,Totals.Marijuana.Used Past Month.26+,Totals.Marijuana.Used Past Year.12-17,Totals.Marijuana.Used Past Year.18-25,Totals.Marijuana.Used Past Year.26+,Totals.Tobacco.Cigarette Past Month.12-17,Totals.Tobacco.Cigarette Past Month.18-25,Totals.Tobacco.Cigarette Past Month.26+,Totals.Tobacco.Perceptions of Risk.12-17,Totals.Tobacco.Perceptions of Risk.18-25,Totals.Tobacco.Perceptions of Risk.26+,Totals.Tobacco.Use Past Month.12-17,Totals.Tobacco.Use Past Month.18-25,Totals.Tobacco.Use Past Month.26+",State,,NA,Drugs CSV File,,"Austin Cory Bart acbart@vt.edu, Ryan Whitcomb rwhit94@vt.edu",From the CORGIS Dataset Project,,"This dataset is about substance abuse (cigarettes, marijuana, cocaine, alcohol) among different age groups and states. Data was collected from individual states as part of the NSDUH study. The data ranges from 2002 to 2014. Some values were imputed, meaning that they are estimated. Both totals (in thousands of people) and rates (as a percentage of the population) are given.",NA,,"drugs, substances, drug usage"
,",",csv,,NA,18,NA,14,4,"impact.gap,impact.magnitude,impact.significance,location.depth,location.distance,location.latitude,location.longitude,time.day,time.epoch,time.hour,time.minute,time.month,time.second,time.year","id,location.full,location.name,time.full",,NA,Earthquakes CSV File,,Ryan Whitcomb,From the CORGIS Dataset Project,,"Earthquake records from around the world collected from the United States Geological Survey.  Important details about the earthquake such as distance, gap, magnitude, depth and significance are included to properly describe the earthquake.  Additionally, data about exact geological coordinates and a relative description of the earthquake’s location is included. The earthquakes collected are from the past month.",6/7/2016,,"earthquakes, nature, disaster, magnitude, richter scale, latitude, longitude"
,",",csv,,NA,51,NA,32,19,"Vote Data.Ben Carson.Number of Votes,Vote Data.Ben Carson.Percent of Votes,Vote Data.Bernie Sanders.Number of Votes,Vote Data.Bernie Sanders.Percent of Votes,Vote Data.Carly Fiorina.Number of Votes,Vote Data.Carly Fiorina.Percent of Votes,Vote Data.Chris Christie.Number of Votes,Vote Data.Chris Christie.Percent of Votes,Vote Data.Donald Trump.Number of Votes,Vote Data.Donald Trump.Percent of Votes,Vote Data.Hillary Clinton.Number of Votes,Vote Data.Hillary Clinton.Percent of Votes,Vote Data.Jeb Bush.Number of Votes,Vote Data.Jeb Bush.Percent of Votes,Vote Data.John Kasich.Number of Votes,Vote Data.John Kasich.Percent of Votes,Vote Data.Marco Rubio.Number of Votes,Vote Data.Marco Rubio.Percent of Votes,Vote Data.Martin O'Malley.Number of Votes,Vote Data.Martin O'Malley.Percent of Votes,Vote Data.Mike Huckabee.Number of Votes,Vote Data.Mike Huckabee.Percent of Votes,Vote Data.No Preference.Number of Votes,Vote Data.No Preference.Percent of Votes,Vote Data.Rand Paul.Number of Votes,Vote Data.Rand Paul.Percent of Votes,Vote Data.Rick Santorum.Number of Votes,Vote Data.Rick Santorum.Percent of Votes,Vote Data.Ted Cruz.Number of Votes,Vote Data.Ted Cruz.Percent of Votes,Vote Data.Uncommitted.Number of Votes,Vote Data.Uncommitted.Percent of Votes","Location.County,Location.State,Location.State Abbreviation,Vote Data.Ben Carson.Party,Vote Data.Bernie Sanders.Party,Vote Data.Carly Fiorina.Party,Vote Data.Chris Christie.Party,Vote Data.Donald Trump.Party,Vote Data.Hillary Clinton.Party,Vote Data.Jeb Bush.Party,Vote Data.John Kasich.Party,Vote Data.Marco Rubio.Party,Vote Data.Martin O'Malley.Party,Vote Data.Mike Huckabee.Party,Vote Data.No Preference.Party,Vote Data.Rand Paul.Party,Vote Data.Rick Santorum.Party,Vote Data.Ted Cruz.Party,Vote Data.Uncommitted.Party",,NA,Election CSV File,,Ryan Whitcomb,From the CORGIS Dataset Project,,Data about the results was collected from CNN’s 2016 election center.  Each county has the breakdown of how many votes each candidate recieved in that county and what percentage of the total vote from that county that the candidate recieved.  The candidate’s political party is also represented.,6/1/2016,,"politics, election, votes, counties, candidate"
,",",csv,,NA,38,NA,35,3,"Utility.Number,Demand.Summer Peak,Demand.Winter Peak,Sources.Generation,Sources.Purchased,Sources.Other,Sources.Total,Uses.Retail,Uses.Resale,Uses.No Charge,Uses.Consumed,Uses.Losses,Uses.Total,Revenues.Retail,Revenue.Delivery,Revenue.Resale,Revenue.Adjustments,Revenue.Transmission,Revenue.Other,Revenue.Total,Retail.Residential.Revenue,Retail.Residential.Sales,Retail.Residential.Customers,Retail.Commercial.Revenue,Retail.Commercial.Sales,Retail.Commercial.Customers,Retail.Industrial.Revenue,Retail.Industrial.Sales,Retail.Industrial.Customers,Retail.Transportation.Revenue,Retail.Transportation.Sales,Retail.Transportation.Customers,Retail.Total.Revenue,Retail.Total.Sales,Retail.Total.Customers","Utility.Name,Utility.State,Utility.Type",,NA,Electricity CSV File,,Dennis Kafura,From the CORGIS Dataset Project,,"The U.S. Energy Information Adminstration collects and curates self-reported information from energy utilities about energy production and usage in the United States. This data set contains information from over 2,000 U.S. utilities in 2017. The information includes sources of energy, its uses in different economic sectors, and the revenues obtained from the sale of electrical energy.",7/14/2019,,"elctricity,electric power, utilities, utility revenues"
,",",csv,,NA,12,NA,11,1,"Year,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4,Emissions.Sector.Power Industry,Emissions.Sector.Buildings,Emissions.Sector.Transport,Emissions.Sector.Other Industry,Emissions.Sector.Other sectors,Ratio.Per GDP,Ratio.Per Capita",Country,,NA,Emissions CSV File,,Dennis Kafura,From the CORGIS Dataset Project,,"The data set allows consumers to directly compare across hospitals performance measure information related to heart attack, emergency department care, preventive care, stroke care, and other conditions. The data is part of an Administration-wide effort to increase the availability and accessibility of information on quality, utilization, and costs for effective, informed decision-making.",6/24/2019,,"hospitals, health care, medical, hospital costs, hospital quality"
,",",csv,,NA,85,NA,84,1,"Year,Production.Coal,Consumption.Commercial.Coal,Consumption.Commercial.Distillate Fuel Oil,Consumption.Commercial.Geothermal,Consumption.Commercial.Hydropower,Consumption.Commercial.Kerosene,Consumption.Commercial.Liquefied Petroleum Gases,Consumption.Commercial.Natural Gas,Consumption.Commercial.Solar,Consumption.Commercial.Wind,Consumption.Commercial.Wood,Consumption.Electric Power.Coal,Consumption.Electric Power.Distillate Fuel Oil,Consumption.Electric Power.Natural Gas,Consumption.Electric Power.Wood,Consumption.Industrial.Coal,Consumption.Industrial.Distillate Fuel Oil,Consumption.Industrial.Geothermal,Consumption.Industrial.Hydropower,Consumption.Industrial.Kerosene,Consumption.Industrial.Liquefied Petroleum Gases,Consumption.Industrial.Natural Gas,Consumption.Industrial.Other Petroleum Products,Consumption.Industrial.Solar,Consumption.Industrial.Wind,Consumption.Industrial.Wood,Consumption.Refinery.Coal,Consumption.Refinery.Distillate Fuel Oil,Consumption.Refinery.Liquefied Petroleum Gases,Consumption.Refinery.Natural Gas,Consumption.Residential.Coal,Consumption.Residential.Distillate Fuel Oil,Consumption.Residential.Geothermal,Consumption.Residential.Kerosene,Consumption.Residential.Liquefied Petroleum Gases,Consumption.Residential.Natural Gas,Consumption.Residential.Wood,Consumption.Transportation.Coal,Consumption.Transportation.Distillate Fuel Oil,Consumption.Transportation.Liquefied Petroleum Gases,Consumption.Transportation.Natural Gas,Expenditure.Commercial.Coal,Expenditure.Commercial.Distillate Fuel Oil,Expenditure.Commercial.Kerosene,Expenditure.Commercial.Liquefied Petroleum Gases,Expenditure.Commercial.Natural Gas,Expenditure.Electric Power.Coal,Expenditure.Electric Power.Distillate Fuel Oil,Expenditure.Electric Power.Natural Gas,Expenditure.Industrial.Coal,Expenditure.Industrial.Distillate Fuel Oil,Expenditure.Industrial.Kerosene,Expenditure.Industrial.Liquefied Petroleum Gases,Expenditure.Industrial.Natural Gas,Expenditure.Industrial.Other Petroleum Products,Expenditure.Residential.Coal,Expenditure.Residential.Distillate Fuel Oil,Expenditure.Residential.Kerosene,Expenditure.Residential.Liquefied Petroleum Gases,Expenditure.Residential.Natural Gas,Expenditure.Residential.Wood,Expenditure.Transportation.Coal,Expenditure.Transportation.Distillate Fuel Oil,Expenditure.Transportation.Liquefied Petroleum Gases,Expenditure.Transportation.Natural Gas,Price.Commercial.Coal,Price.Commercial.Distillate Fuel Oil,Price.Commercial.Kerosene,Price.Commercial.Liquefied Petroleum Gases,Price.Commercial.Natural Gas,Price.Electric Power.Coal,Price.Electric Power.Distillate Fuel Oil,Price.Electric Power.Natural Gas,Price.Industrial.Coal,Price.Industrial.Distillate Fuel Oil,Price.Industrial.Kerosene,Price.Industrial.Liquefied Petroleum Gases,Price.Industrial.Natural Gas,Price.Industrial.Other Petroleum Products,Price.Transportation.Coal,Price.Transportation.Distillate Fuel Oil,Price.Transportation.Liquefied Petroleum Gases,Price.Transportation.Natural Gas",State,,NA,Energy CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"United States Government reports on consumption, production, expenditures, and prices of various fuel sources. This data comes from the US Energy Information Administration, which has historical data from 1960 to 2014. Information was not always available, in which case 0 was reported instead. In some cases, very tiny values were rounded down to zero.",11/1/2015,,"energy, renewable, united states, us, nuclear, fossil fuels, power"
,",",csv,,NA,151,NA,150,1,"Year,Totals.Capital outlay,Totals.Charges,Totals.Construction,Totals.Employee retirement revenue,Totals.Equipment and land,Totals.Expenditure,Totals.Federal intergovernmental,Totals.General expenditure,Totals.General revenue,Totals.Insurance trust  revenue,Totals.Intergovernmental,Totals.License tax,Totals.Local intergovernmental,Totals.Miscellaneous,Totals.Miscellaneous commercial activity,Totals.Other insurance trust revenue,Totals.Revenue,Totals.Sales tax,Totals.Selective sales tax,Totals.State intergovernmental,Totals.Tax,Totals.Unemployment comp revenue,Totals.Utility revenue,Totals.Worker's comp revenue,Details.Correction.Correction Institutions Total,Details.Correction.Correction Intergovernmental,Details.Correction.Correction NEC Intergovernmental,Details.Correction.Correction NEC Total,Details.Correction.Correction Total,Details.Education.Edcation Assistance and Subsidies,Details.Education.Education Construction,Details.Education.Education Equipment,Details.Education.Education Equipment and Land,Details.Education.Education Intergovernmental,Details.Education.Education Other Current Operation,Details.Education.Education Total,Details.Education.Education-NEC Expenditure Total,Details.Education.Education-NEC Intergovernmental,Details.Education.Elementary Secondary Intergovernmental,Details.Education.Elementary Secondary Total Expenditure,Details.Education.Higher Education-Auxilliary Total Expenditure,Details.Education.Higher Education-NEC Intergovernmental,Details.Education.Higher Education-NEC Total Expenditure,Details.Employment.Employee Retirement Total Cash and Securities,Details.Employment.Employee Retirement Total Expenditure,Details.Employment.Employment Security Administration Expenditure Total,Details.Employment.Employment Security Administration Intergovernmental,Details.Employment.Unemployment Comp Total Cash and Securities,Details.Employment.Unemployment Comp Total Expenditure,Details.Financial Aid.Assistance and Subsidies,Details.Financial Aid.Beginning Long Term Debt Total Outstanding,Details.Financial Aid.Bond Fund Total,Details.Financial Aid.Borrowing Total,Details.Financial Aid.Cash Assistance Intergovernmental,Details.Financial Aid.Cash Assistance Total Expenditure,Details.Financial Aid.Cash and Deposits Total,Details.Financial Aid.Cash and Securities Total,Details.Financial Aid.Categorical Assistance Intergovernmental,Details.Financial Aid.Categorical Assistance Total Expenditure,Details.Financial Aid.Federal Agency Securities Total,Details.Financial Aid.Securities Total,Details.Financial Aid.Sinking Fund Total,Details.Health.Health Intergovernmental,Details.Health.Health Total Expenditure,Details.Insurance Trust.Insurance Trust,Details.Insurance Trust.Insurance Trust Cash and Deposits,Details.Insurance Trust.Insurance Trust Cash and Securities,Details.Insurance Trust.Insurance Trust Federal Agency Securities,Details.Insurance Trust.Insurance Trust Federal Securities,Details.Insurance Trust.Insurance Trust Other Securities,Details.Insurance Trust.Insurance Trust Securities Total,Details.Insurance Trust.Insurance Trust State and Local Securities Total,Details.Insurance Trust.Insurance Trust Total Expenditure,Details.Intergovernmental.Intergovernmental Expenditure,Details.Intergovernmental.Intergovernmental to Combined and Unallocable,Details.Intergovernmental.Intergovernmental to Counties,Details.Intergovernmental.Intergovernmental to Federal,Details.Intergovernmental.Intergovernmental to Local,Details.Intergovernmental.Intergovernmental to Municipalities,Details.Intergovernmental.Intergovernmental to School Districts,Details.Intergovernmental.Intergovernmental to Special Districts,Details.Intergovernmental.Intergovernmental to State,Details.Intergovernmental.Intergovernmental to Townships,Details.Natural Resources.Natural Resources Construction,Details.Natural Resources.Natural Resources Direct,Details.Natural Resources.Natural Resources Equipment and Land,Details.Natural Resources.Natural Resources Intergovernmental,Details.Natural Resources.Natural Resources NEC Total Expenditure,Details.Natural Resources.Natural Resources Total,Details.Public Welfare.Public Welfare Assistance and Subsidies,Details.Public Welfare.Public Welfare Construction,Details.Public Welfare.Public Welfare Direct Expenditure,Details.Public Welfare.Public Welfare Equipment and Land,Details.Public Welfare.Public Welfare Intergovernmental,Details.Public Welfare.Public Welfare Other Current Operation,Details.Public Welfare.Public Welfare Total Expenditure,Details.Transportation.Transit Subsidy Intergovernmental,Details.Transportation.Transit Subsidy Total Expenditure,Details.Utilities.Electric Utility Total Expenditure,Details.Utilities.Gas Utility Total Expenditure,Details.Utilities.Transit Utility Total Expenditure,Details.Utilities.Utilities Construction,Details.Utilities.Utilities Current Operation,Details.Utilities.Utilities Equipment and Land,Details.Utilities.Utilities Interest Total,Details.Utilities.Utilities Total Expenditure,Details.Utilities.Water Utility Total Expenditure,Details.Waste.Sewerage Intergovernmental,Details.Waste.Sewerage Total Expenditure,Details.Waste.Solid Waste Management Intergovernmental,Details.Waste.Solid Waste Management Total Expenditure,Details.Welfare.Welfare Institution Total Expenditure,Details.Welfare.Welfare NEC Intergovernmental,Details.Welfare.Welfare NEC Total Expenditure,Details.Welfare.Welfare Vendor Payments Total,Details.Health.Hospitals.Hospital-Other Intergovernmental,Details.Health.Hospitals.Hospital-Other Total Expenditure,Details.Health.Hospitals.Hospitals Total Construction,Details.Health.Hospitals.Hospitals Total Current,Details.Health.Hospitals.Hospitals Total Equipment and land,Details.Health.Hospitals.Hospitals Total Expenditure,Details.Health.Hospitals.Hospitals Total Intergovernmental,Details.Health.Hospitals.Own Hospitals Total Expenditure,Details.Natural Resources.Agriculture.Agriculture Intergovernmental,Details.Natural Resources.Agriculture.Agriculture Total Expenditure,Details.Natural Resources.Agriculture.Federal Agriculture Farm Income Intergovernmental,Details.Natural Resources.Agriculture.Federal Agriculture Farm Income Total,Details.Natural Resources.Agriculture.Federal Farm Credit Intergovernmental,Details.Natural Resources.Agriculture.Federal Farm Credit Total,Details.Natural Resources.Fish and Game.Fish and Game Intergovernmental,Details.Natural Resources.Fish and Game.Fish and Game Total Expenditure,Details.Natural Resources.Forestry.Forestry Intergovernmental,Details.Natural Resources.Forestry.Forestry Total Expenditure,Details.Natural Resources.Parks.Parks Intergovernmental,Details.Natural Resources.Parks.Parks Total Expenditure,Details.Transportation.Airports.Airports Intergovernmental,Details.Transportation.Airports.Airports Total Expenditure,Details.Transportation.Highways.Highways Construction Total,Details.Transportation.Highways.Highways Direct,Details.Transportation.Highways.Highways Intergovernmental,Details.Transportation.Highways.Highways Land and Equipment,Details.Transportation.Highways.Highways Total Expenditure,Details.Transportation.Highways.Regular Highways Intergovernmental,Details.Transportation.Highways.Regular Highways Total Expenditure,Details.Transportation.Highways.Toll Highways Total Expenditure,Details.Transportation.Parking.Parking Intergovernmental,Details.Transportation.Parking.Parking Total,Details.Transportation.Water Transport.Water Transport Intergovernmental,Details.Transportation.Water Transport.Water Transport Total Expenditure",State,,NA,Finance CSV File,,Austin Cory Bart acbart@vt.edu,From the CORGIS Dataset Project,,"The Annual Survey of State Government Finances provides a comprehensive summary of the annual survey findings for state governments, as well as data for individual states. The data contain detail of revenue by source, expenditure by object and function, indebtedness by term, and assets by purpose. This data goes back for almost two decades across every date.",11/1/2015,,"finance, government, expenditure, charges, money, united states, us"
,",",csv,,NA,48,NA,44,4,"Nutrient Data Bank Number,Data.Alpha Carotene,Data.Ash,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Kilocalories,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Manganese,Data.Niacin,Data.Pantothenic Acid,Data.Protein,Data.Refuse Percentage,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Household Weights.1st Household Weight,Data.Household Weights.2nd Household Weight,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - IU,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K","Category,Description,Data.Household Weights.1st Household Weight Description,Data.Household Weights.2nd Household Weight Description",,NA,Food CSV File,,Ryan Whitcomb,From the CORGIS Dataset Project,,The following data comes from the United States Department of Agriculture’s Food Composition Database.  It contains data for various types of food including the amounts of different vitamins and minerals found in the foods as well as macronutrient percentages.  The food covered spans a large variety of foods from butter to Campbell’s soup. Much of the supplementary documenation for each field comes directly from that pages’ Wikipedia article.,6/21/2016,,"food, vitamins, minerals, health, nutrition"
,",",csv,,NA,31,NA,29,2,"Population,Housing Data.Residing in Group Quarters,Housing Data.Rural Housing Percentage,Housing Data.Total Housing Units,Housing Data.Urban Housing Percentage,Vehicle Access.1 Mile,Vehicle Access.1/2 Mile,Vehicle Access.10 Miles,Vehicle Access.20 Miles,Low Access Numbers.Children.1 Mile,Low Access Numbers.Children.1/2 Mile,Low Access Numbers.Children.10 Miles,Low Access Numbers.Children.20 Miles,Low Access Numbers.Low Income People.1 Mile,Low Access Numbers.Low Income People.1/2 Mile,Low Access Numbers.Low Income People.10 Miles,Low Access Numbers.Low Income People.20 Miles,Low Access Numbers.People.1 Mile,Low Access Numbers.People.1/2 Mile,Low Access Numbers.People.10 Miles,Low Access Numbers.People.20 Miles,Low Access Numbers.Seniors.1 Mile,Low Access Numbers.Seniors.1/2 Mile,Low Access Numbers.Seniors.10 Miles,Low Access Numbers.Seniors.20 Miles,Low Access Percents.Low Access Only.1 and 20 Miles,Low Access Percents.Low Access Only.1/2 and 10 Miles,Low Access Percents.Low Income and Low Access.1 and 20 Miles,Low Access Percents.Low Income and Low Access.1/2 and 10 Miles","County,State",,NA,Food Access CSV File,,Ryan Whitcomb,From the CORGIS Dataset Project,,"From the United States Department of Agriculture’s Economic Research Service, the dataset contains information about US county’s ability to access supermarkets, supercenters, grocery stores, or other sources of healthy and affordable food.  Most measures of how individuals and neighborhoods are able to access food are based on the following indicators: 
    - Accessibility to sources of healthy food, as measured by distance to a store or by the number of stores in an area.
    - Individual-level resources that may affect accessibility, such as family income or vehicle availability.
    - Neighborhood-level indicators of resources, such as the average income of the neighborhood and the availability of public transportation.",7/14/2016,,"counties, states, food, access, availability, supermarket, rural, urban, population, vehicles"
